T4 Fan Factor,T3 Fan Factor,T2 Fan Factor,T1 Fan Factor
51,43,58,68
50,50,60,69
49,51,63,68
50,48,65,66
51,48,65,63
52,53,65,61
55,64,64,60
58,75,64,61
60,78,63,63
60,72,63,64
59,59,63,64
58,47,62,63
56,43,61,61
56,47,60,59
56,55,58,56
57,59,56,54
58,57,54,53
59,51,52,54
60,43,51,56
60,38,53,58
60,38,56,61
59,40,60,63
59,43,64,64
59,46,65,65
60,50,65,65
60,55,64,64
59,61,63,63
59,65,63,62
59,66,63,62
58,64,64,64
58,62,64,66
58,63,65,68
58,68,65,69
57,76,66,68
56,83,66,66
55,85,65,63
54,80,63,59
54,71,60,56
55,64,57,53
55,65,55,53
56,71,55,54
55,77,56,56
55,78,58,57
54,69,60,57
55,54,61,56
56,38,61,55
58,27,60,56
60,23,58,58
60,24,57,60
60,27,57,61
59,30,58,61
58,34,57,60
58,42,55,59
58,55,53,59
57,70,52,60
56,82,53,61
54,87,56,61
54,85,59,61
55,79,61,60
57,74,61,58
60,73,61,56
62,74,61,54
62,73,63,52
61,68,65,53
58,59,67,55
56,49,66,59
55,44,63,63
55,46,61,66
55,53,59,66
56,63,60,63
56,69,62,60
55,70,63,56
56,65,63,54
57,56,61,54
59,47,58,55
62,42,56,56
63,44,57,59
63,51,60,63
60,63,63,67
56,73,66,72
53,79,66,74
50,80,65,73
50,78,62,69
52,75,59,62
54,72,58,55
57,69,59,51
59,63,60,52
61,53,62,56
62,41,62,62
61,31,61,67
60,27,60,70
59,31,60,69
57,40,61,64
55,51,63,59
53,62,65,54
52,71,65,54
53,79,65,56
54,84,65,60
57,86,64,63
58,82,64,64
60,73,65,61
60,62,65,57
60,52,65,54
60,47,65,54
60,48,66,56
59,55,66,60
57,64,63,64
55,71,59,65
53,72,55,64
52,67,52,60
52,58,52,56
53,49,56,53
55,41,61,52
56,37,64,55
57,36,65,59
58,37,63,63
59,39,59,66
60,41,56,66
60,42,55,65
60,42,56,61
58,43,59,57
55,45,63,54
53,47,65,53
52,46,65,55
53,42,64,57
55,36,62,58
57,30,60,59
59,30,60,58
59,37,62,57
59,49,63,57
59,60,65,60
59,66,65,63
58,66,65,65
57,60,65,64
56,55,64,60
55,55,62,55
55,59,60,51
55,66,58,48
57,71,57,49
58,70,56,52
59,64,57,56
58,55,60,61
57,46,64,64
56,42,67,64
55,44,69,62
55,53,68,59
57,64,64,58
58,74,59,59
60,80,54,61
59,80,51,63
58,75,50,65
57,68,52,65
55,60,56,64
55,55,61,62
56,53,66,62
57,55,68,62
57,59,69,64
56,64,67,67
55,70,64,69
54,75,62,69
54,77,61,66
56,75,60,60
59,69,61,52
62,62,61,46
64,55,61,44
64,52,60,49
62,53,60,56
59,59,59,64
56,66,59,68
54,72,59,67
52,73,59,64
52,67,60,61
54,57,62,61
56,47,65,64
59,42,68,68
61,43,70,70
61,49,69,69
61,58,65,65
59,66,61,60
59,72,59,57
58,75,59,58
57,75,61,61
57,70,63,67
57,59,62,72
58,45,59,75
58,31,56,72
57,23,55,67
56,25,55,60
56,35,57,54
55,51,58,52
55,65,59,52
56,72,59,54
58,69,57,57
60,59,57,59
62,45,57,60
63,32,59,59
62,25,60,57
61,26,62,55
59,35,62,53
56,48,61,53
54,63,61,53
53,75,61,55
53,82,62,57
55,79,62,60
57,66,62,64
59,49,60,67
59,35,58,69
57,30,56,69
54,35,54,67
53,45,55,64
53,52,58,61
54,54,63,59
57,53,68,58
60,53,71,57
62,57,72,56
62,64,70,55
60,72,65,55
58,75,61,55
56,74,57,56
55,68,56,59
55,63,57,61
56,62,60,63
57,64,63,63
58,69,65,61
59,74,66,59
59,74,65,56
58,70,64,54
57,64,63,53
56,58,65,54
55,57,66,57
54,60,67,60
54,66,65,62
53,71,63,61
54,73,59,60
55,72,57,58
56,70,57,56
57,67,59,57
57,66,61,59
57,64,63,61
56,64,63,64
53,63,63,66
52,62,64,66
51,59,66,65
52,56,69,62
55,54,69,59
58,54,68,57
61,58,66,56
62,64,63,57
61,68,60,58
60,70,59,59
58,67,58,58
58,62,57,57
59,56,56,56
61,51,56,55
62,47,56,55
61,47,58,56
59,49,59,57
56,54,59,60
53,60,59,64
52,65,58,68
53,68,58,70
55,65,58,69
56,58,58,66
56,49,57,60
55,42,56,55
53,42,54,52
52,47,52,52
53,54,51,57
55,58,52,62
55,55,54,66
55,45,57,67
54,32,60,62
53,23,62,56
54,23,62,51
57,32,61,50
61,45,59,53
63,56,59,59
62,61,59,63
59,62,60,65
55,60,61,65
54,58,63,62
54,58,64,60
56,60,67,59
57,62,68,58
58,64,69,58
58,65,67,60
56,67,63,63
55,70,59,66
54,73,55,69
54,74,55,70
56,72,57,68
58,65,62,64
60,58,67,59
60,52,69,55
59,52,68,53
57,57,63,53
56,65,59,54
57,72,56,56
59,76,57,58
61,75,61,60
64,70,66,62
65,62,67,64
64,54,66,66
62,50,62,66
60,51,59,64
59,55,59,62
59,59,60,59
58,58,62,58
57,52,63,59
55,43,62,62
54,37,59,64
54,39,56,65
56,49,55,65
59,62,56,64
60,73,59,63
60,76,62,62
57,71,65,61
54,63,65,59
51,55,63,57
50,52,61,57
51,53,60,59
53,55,59,63
56,55,58,66
58,54,58,66
58,53,60,63
57,54,63,57
56,57,67,52
55,60,71,49
56,61,72,51
58,58,71,56
60,54,67,62
62,49,63,66
62,46,60,68
61,45,58,67
59,45,57,64
57,46,57,60
56,48,57,56
56,51,56,53
56,55,57,53
57,61,58,54
57,65,60,58
57,67,62,62
56,64,62,64
55,55,61,64
54,44,59,60
54,36,57,56
55,33,57,53
56,40,59,53
56,54,62,57
55,70,64,62
54,80,64,65
54,78,63,66
53,64,61,63
55,44,60,60
57,31,59,59
60,31,57,61
61,45,56,65
61,66,56,69
60,83,58,70
57,89,60,67
56,82,63,63
55,70,65,60
56,60,64,58
58,58,61,59
59,61,58,60
60,62,56,61
60,59,56,61
60,52,58,59
61,45,62,57
62,43,64,55
61,47,65,55
60,55,66,56
59,63,67,58
58,68,67,59
58,71,65,58
59,70,61,56
60,67,57,55
61,66,53,55
61,66,51,56
60,67,53,57
58,69,57,58
56,68,60,57
53,64,62,55
51,59,62,53
49,55,60,51
49,55,59,50
51,59,60,51
55,68,61,55
59,75,62,59
61,77,62,61
61,70,63,61
59,54,63,58
56,36,65,55
54,24,67,52
54,24,68,53
55,36,68,57
57,55,67,63
59,72,65,69
59,78,63,72
58,73,62,72
56,60,62,67
55,48,63,61
55,45,63,56
56,50,64,54
58,63,65,56
60,76,66,60
61,83,66,65
61,81,66,67
60,70,65,67
59,55,64,64
57,39,62,60
55,28,61,58
54,26,61,60
53,33,61,65
54,46,62,70
55,58,62,73
57,64,61,72
58,63,60,66
58,55,60,58
57,44,61,52
56,37,62,50
56,38,62,53
57,47,62,58
58,58,61,63
58,66,61,65
57,68,61,64
55,65,61,63
55,61,61,62
55,60,60,62
57,60,58,63
58,59,58,65
59,57,58,65
59,52,60,64
57,47,62,63
55,45,62,62
54,47,61,62
54,54,58,62
55,61,55,62
56,66,54,60
56,65,56,59
57,60,59,58
57,54,63,57
58,50,64,58
58,51,63,58
59,56,60,59
58,62,57,60
57,67,55,59
56,69,54,58
55,67,55,55
54,63,56,54
54,59,57,54
54,56,57,57
54,54,58,61
54,51,59,64
55,46,60,65
56,42,59,64
58,39,58,61
59,41,57,59
58,49,56,58
57,62,56,59
56,74,59,60
56,83,63,60
58,85,66,58
60,82,68,54
61,76,68,51
60,71,66,51
58,68,64,54
55,68,63,60
53,67,63,65
53,64,63,68
56,58,63,67
59,51,62,63
60,48,59,59
61,50,57,57
60,59,57,56
58,72,58,58
57,83,61,59
57,86,64,59
59,77,66,57
60,60,65,55
61,43,64,55
61,33,62,57
61,38,61,60
59,54,61,63
58,73,61,64
57,84,60,62
59,82,59,60
61,70,59,59
64,55,60,61
64,45,62,64
62,44,63,67
59,49,64,66
54,53,63,63
51,53,62,60
50,49,61,58
51,44,62,59
54,41,64,61
57,41,66,63
58,44,67,63
58,47,66,60
57,48,64,56
56,48,62,55
55,50,60,57
55,57,61,62
54,71,63,67
53,85,63,67
53,94,63,63
53,90,61,56
54,75,58,50
55,53,57,47
55,34,58,50
55,26,61,57
54,28,64,64
54,39,66,68
55,51,65,67
56,60,62,64
58,64,57,61
59,65,54,59
60,63,53,60
60,58,56,61
59,52,61,61
57,47,65,61
55,45,67,60
53,49,66,59
52,56,63,59
52,63,58,59
52,66,55,60
53,62,55,60
54,50,56,61
56,37,59,62
57,29,62,63
58,29,63,65
59,38,61,65
60,52,59,64
60,64,57,61
60,70,56,57
60,70,57,53
60,65,60,51
59,58,63,53
58,52,65,56
56,47,65,59
53,46,64,62
52,48,61,65
51,52,59,66
52,57,58,66
55,61,59,65
57,63,60,63
59,63,60,61
61,60,59,60
61,56,58,60
60,53,58,59
59,52,59,58
57,56,60,56
56,62,62,53
56,68,64,51
57,70,64,51
58,68,63,54
58,61,61,58
59,56,59,61
59,54,58,63
59,58,57,61
59,65,57,59
60,69,57,57
60,67,58,56
60,61,60,57
59,55,62,58
58,53,65,58
56,56,68,59
55,62,70,60
55,68,70,63
57,70,68,65
60,69,65,67
63,65,62,68
65,61,60,68
65,56,58,66
64,50,59,63
61,43,60,60
59,36,62,58
58,32,63,58
58,35,63,60
58,43,61,63
58,56,57,64
57,68,53,63
55,76,51,60
55,78,52,57
54,75,55,57
55,69,60,58
56,63,65,61
57,61,67,63
57,62,67,63
57,64,64,62
56,65,61,62
55,64,59,62
56,63,58,63
57,63,59,65
58,64,60,66
58,65,62,64
57,64,64,60
55,60,65,56
52,54,64,53
51,49,62,51
52,46,59,51
54,48,57,52
56,52,56,53
58,56,57,56
60,57,60,58
61,56,61,61
61,51,61,63
60,47,60,64
57,46,58,63
54,50,58,62
52,57,60,61
52,68,63,60
53,80,66,59
54,90,67,60
56,94,66,62
58,90,63,63
60,81,60,65
60,70,57,64
59,59,56,62
57,50,56,60
54,44,58,58
52,37,59,56
52,32,60,57
54,31,62,58
56,35,63,59
58,44,65,60
58,55,66,61
56,63,66,60
53,65,65,61
51,60,64,62
52,51,63,65
54,44,64,67
56,41,64,68
59,42,66,67
60,47,67,62
59,53,69,55
57,58,69,51
55,60,69,49
54,62,67,52
55,63,64,57
57,64,61,62
61,64,58,65
63,61,57,65
64,56,57,61
63,50,58,56
61,46,60,51
58,47,61,51
57,53,61,54
58,61,60,60
59,67,58,66
59,69,56,69
59,68,56,69
58,64,57,65
56,60,58,59
55,60,60,54
54,63,61,51
55,66,61,51
56,67,61,54
57,67,63,58
58,67,65,61
58,69,66,64
57,74,66,64
55,80,64,64
55,83,61,62
55,81,57,59
57,74,55,56
58,66,53,54
59,59,54,55
59,55,55,58
58,51,58,62
59,44,60,67
60,35,62,69
60,27,64,70
59,24,64,69
56,29,64,67
53,42,62,65
51,57,61,63
51,70,60,62
53,73,60,62
56,68,60,63
60,56,61,65
61,42,60,65
61,32,59,63
58,27,59,59
56,28,59,54
55,36,60,51
56,47,64,51
59,58,67,55
62,68,70,60
63,76,72,65
62,80,71,65
60,80,68,61
58,79,64,55
56,76,59,49
56,73,56,48
57,71,55,52
58,68,56,59
58,63,59,64
57,58,62,64
55,54,65,60
55,52,66,55
55,52,65,53
56,54,63,57
57,56,62,63
56,58,61,70
54,58,61,73
53,55,62,71
52,49,62,66
53,41,61,61
55,36,61,58
56,38,61,58
56,47,61,61
54,59,61,64
53,69,60,64
52,72,60,62
53,67,59,60
55,57,59,59
57,47,59,59
58,41,59,59
57,43,60,59
56,52,60,58
55,61,59,57
55,68,57,58
56,69,57,60
57,64,57,62
58,58,59,64
59,54,61,63
59,53,62,60
58,53,61,56
58,51,60,54
58,48,60,54
59,46,60,58
59,48,62,62
58,54,65,65
56,58,67,66
55,57,68,64
55,52,66,60
57,45,62,56
60,42,57,53
63,44,54,52
65,49,54,53
63,52,57,54
60,50,62,55
56,43,66,55
53,36,67,56
53,34,65,56
55,39,60,55
57,48,55,55
58,58,52,55
58,65,51,56
57,65,52,58
56,63,55,61
56,61,57,63
56,63,59,64
58,69,60,64
59,77,60,62
59,83,61,61
59,84,62,61
58,80,64,62
56,72,66,63
54,64,66,63
52,58,64,62
52,56,60,61
53,55,56,61
55,55,52,62
58,57,51,64
59,60,51,64
58,65,53,62
57,70,55,60
55,71,59,58
55,68,63,58
56,62,67,60
58,58,69,63
59,57,69,64
59,59,65,65
58,63,60,64
56,62,54,62
54,57,51,61
54,50,52,62
56,48,56,64
57,56,61,66
59,74,64,65
60,92,65,63
60,102,62,59
60,98,59,55
59,81,57,55
59,60,57,58
58,45,58,62
58,40,61,66
56,46,63,65
55,56,64,61
55,63,64,55
56,63,63,51
57,58,61,51
59,51,58,55
60,48,57,60
60,50,57,63
60,55,59,61
59,62,62,56
58,64,66,50
57,62,69,46
56,57,70,47
55,53,69,52
56,51,68,59
57,51,67,64
60,51,67,67
62,48,67,68
62,43,67,66
60,40,66,62
57,41,65,59
54,47,62,57
53,55,61,56
54,61,60,56
57,63,60,57
60,61,61,59
63,58,61,61
63,56,61,63
61,56,61,66
58,57,61,69
55,57,61,70
53,54,62,70
53,50,63,67
53,47,64,65
53,48,65,62
53,54,64,60
54,62,62,58
56,71,59,56
59,74,55,55
61,70,54,54
61,58,54,53
60,44,57,52
57,35,59,51
56,35,61,50
56,45,62,50
57,60,63,51
57,72,64,53
57,75,66,57
56,70,67,61
55,59,67,65
55,51,65,68
57,48,63,69
58,51,61,68
58,57,60,67
57,62,60,65
56,64,61,63
56,62,63,62
56,58,64,60
59,53,66,60
61,49,67,60
62,46,68,62
62,46,68,65
61,48,67,67
58,51,64,68
55,55,62,67
53,60,59,64
51,63,59,60
50,63,60,56
50,60,62,54
52,55,63,53
55,49,63,53
57,45,63,55
58,44,62,59
58,47,64,63
57,52,66,66
55,57,69,67
54,61,69,66
53,63,66,63
54,63,60,60
56,62,54,56
59,60,51,54
63,56,53,52
66,50,57,52
68,45,61,53
68,42,62,55
65,41,61,58
62,45,57,61
57,50,54,65
53,56,53,67
51,60,55,67
51,60,60,66
54,61,65,64
56,64,69,63
57,71,71,63
56,78,71,63
54,82,68,64
51,78,64,64
50,67,61,64
51,53,60,64
54,42,61,64
57,37,63,64
59,41,63,63
60,52,61,61
60,65,58,60
59,78,56,60
57,87,55,63
55,93,54,66
54,94,53,69
54,88,51,68
55,77,49,65
56,62,49,61
56,51,53,57
55,47,58,54
53,50,63,53
51,58,65,55
51,65,64,58
53,68,61,62
57,66,58,65
61,62,57,65
65,56,57,64
66,53,59,61
65,51,59,58
63,50,59,55
60,51,59,53
58,52,60,51
57,52,60,51
56,52,61,53
56,51,61,56
57,53,61,59
58,57,61,61
59,63,61,60
60,69,60,57
61,71,59,53
61,69,59,51
61,64,59,50
61,59,60,52
60,57,62,55
60,57,64,58
58,60,64,59
57,64,62,60
56,65,57,59
55,63,53,59
55,56,51,59
55,51,53,59
55,51,58,58
55,57,63,58
55,67,68,59
56,75,70,59
57,74,69,60
58,65,66,60
58,53,63,60
56,42,60,59
54,38,58,58
51,39,56,58
50,45,56,58
50,53,57,59
52,59,59,62
55,64,62,64
59,64,64,67
61,62,64,69
62,58,62,70
61,55,59,70
59,54,56,69
57,55,56,66
55,57,57,61
54,58,60,56
53,57,62,54
53,55,64,54
55,54,63,58
57,53,62,64
58,53,61,68
59,53,61,70
60,51,61,67
59,50,61,62
59,50,61,56
59,53,60,52
58,58,60,50
58,63,61,50
58,63,63,52
57,59,64,54
57,53,66,58
56,48,67,61
56,48,67,63
56,51,67,64
56,54,66,62
57,54,63,58
57,52,59,55
57,50,56,53
57,48,54,54
56,47,54,58
56,44,56,62
57,41,59,66
58,38,62,69
59,37,63,69
59,40,63,66
59,47,61,62
58,54,58,58
56,60,56,54
56,61,55,52
55,57,56,54
55,51,58,56
55,47,61,58
55,47,63,59
55,52,64,58
55,61,64,56
56,68,63,54
56,70,62,55
55,65,61,58
54,56,61,61
54,48,62,63
54,46,62,62
55,53,61,61
56,65,61,59
57,73,60,57
58,72,61,56
57,62,63,55
57,50,64,53
57,42,63,52
58,45,62,54
60,56,60,58
61,68,59,64
61,75,59,69
60,73,59,71
58,65,60,69
55,57,61,65
54,52,62,62
55,51,63,60
56,53,65,61
58,53,68,63
60,51,71,63
61,50,71,62
60,51,70,61
59,56,66,60
57,62,63,60
55,66,61,61
53,67,61,62
52,65,61,62
53,64,62,61
54,64,63,59
56,64,63,58
58,62,65,58
58,57,66,59
57,50,68,60
56,44,69,61
56,41,68,61
57,43,66,61
59,52,63,60
60,65,62,60
60,78,63,61
59,87,66,63
57,89,68,64
56,82,68,64
56,70,66,62
59,56,62,59
63,46,60,57
66,42,60,57
65,46,61,58
62,57,64,61
58,70,66,62
55,78,65,62
55,79,63,60
57,73,59,57
60,64,56,54
62,57,53,54
63,55,51,55
61,58,52,58
58,64,54,61
55,65,58,63
52,60,62,64
51,48,64,63
51,36,62,62
52,30,57,61
53,35,53,61
55,50,51,60
57,68,53,60
58,80,58,60
59,82,62,60
59,73,64,60
58,60,64,62
56,49,61,64
55,47,59,65
54,52,59,66
54,61,60,65
55,66,61,64
56,67,60,63
57,63,59,61
58,58,56,60
58,55,55,59
58,53,55,59
58,54,57,59
58,58,59,59
58,64,59,58
57,72,58,57
56,78,57,58
57,79,57,59
58,75,59,61
60,70,62,63
60,70,64,65
59,74,64,64
57,80,63,63
55,81,61,60
55,74,60,58
57,61,61,56
59,47,64,57
60,39,67,59
59,41,68,62
58,50,67,64
55,61,64,65
53,68,61,65
53,70,58,65
55,66,57,65
59,60,57,66
62,56,57,68
63,55,57,71
62,58,56,72
59,62,55,70
55,64,54,65
52,63,54,58
51,58,55,53
52,52,57,51
54,48,59,54
55,48,62,58
57,54,64,62
57,62,65,65
57,68,64,65
56,69,63,64
56,63,62,62
57,53,61,60
58,43,60,58
60,36,59,55
61,34,57,53
61,37,54,53
60,42,53,53
58,48,52,54
56,53,54,56
56,53,58,57
58,50,61,58
59,43,63,58
60,34,63,58
60,26,61,56
59,19,59,54
57,15,58,52
56,19,59,51
56,30,63,52
56,48,66,56
56,68,66,61
55,83,64,65
54,88,60,66
53,83,56,65
53,71,54,63
53,58,55,60
53,49,60,59
54,45,67,60
56,46,72,61
58,48,73,62
59,47,71,60
61,43,67,57
61,40,64,55
59,39,63,53
57,41,64,54
55,46,66,56
53,51,67,57
53,55,66,57
55,57,64,56
58,58,63,54
60,58,65,53
60,59,67,53
58,61,70,54
54,64,70,57
50,68,66,59
49,72,61,60
49,75,55,61
53,74,51,60
56,68,52,59
58,58,56,58
59,48,62,58
59,42,66,58
59,43,67,59
59,49,65,59
60,57,62,58
61,62,60,57
60,65,60,56
59,66,60,56
57,68,62,57
56,70,63,59
56,71,64,61
58,70,64,63
61,65,64,65
63,56,64,65
63,46,63,64
62,37,63,63
59,32,61,60
55,34,59,58
53,40,57,56
51,49,55,56
50,58,55,57
50,64,57,58
51,70,59,59
53,77,61,60
55,84,61,61
56,88,59,61
58,88,57,61
59,82,56,61
60,73,58,60
60,67,61,58
61,66,64,56
60,67,65,56
59,67,65,57
58,62,63,60
56,52,61,62
54,41,60,64
53,33,60,65
53,32,61,66
54,36,62,68
56,45,61,70
57,55,59,70
58,62,58,68
59,63,59,65
59,59,62,62
58,53,65,61
58,50,67,61
59,49,67,63
59,50,66,64
59,50,62,65
58,50,59,67
56,50,56,69
54,54,56,70
54,62,57,70
55,71,60,67
57,79,62,62
59,82,63,56
60,79,62,53
59,72,61,52
58,62,60,53
57,53,59,54
56,48,58,56
56,48,59,58
57,53,60,60
59,59,61,63
60,65,62,64
60,68,63,65
61,69,64,65
61,67,63,64
60,64,61,63
58,64,58,63
55,67,57,64
52,72,58,66
50,77,61,66
50,79,64,65
52,73,66,62
55,64,65,58
59,55,62,55
61,51,59,53
62,54,59,52
61,60,61,52
60,65,64,54
59,67,66,57
60,66,67,59
61,63,64,60
62,62,60,59
61,61,56,57
60,61,54,55
59,60,55,56
57,60,58,59
56,61,62,62
56,65,64,63
58,69,64,61
59,72,62,58
60,70,59,56
60,65,57,56
59,60,58,58
56,57,60,59
53,57,63,58
51,58,66,56
50,60,67,55
52,59,65,56
55,57,61,60
58,53,57,64
61,49,54,65
61,46,54,62
58,43,55,57
55,42,58,54
53,43,60,54
52,47,63,59
52,52,64,64
54,57,64,69
55,59,62,70
56,56,61,68
56,49,59,65
55,42,59,62
55,39,60,62
55,41,62,64
55,48,63,65
56,54,64,64
58,56,65,61
59,53,66,57
60,48,67,54
60,42,66,53
60,39,64,54
59,38,60,56
58,39,57,58
57,42,55,58
56,48,56,58
56,55,57,58
56,60,58,60
56,62,58,61
56,62,57,62
57,60,56,62
59,57,57,61
60,53,60,59
61,48,62,58
60,44,64,57
59,41,63,57
57,42,61,59
56,46,60,60
55,54,59,62
56,64,60,62
58,71,62,61
60,73,64,59
62,68,64,56
62,59,62,54
62,50,61,51
60,45,59,51
58,45,59,52
56,49,59,57
55,55,59,62
55,61,60,67
57,66,61,69
58,68,63,67
59,69,64,62
59,67,64,55
58,63,63,49
56,58,60,47
55,53,58,48
55,52,56,53
55,55,56,61
55,61,57,67
54,68,58,71
53,72,60,72
52,71,62,70
53,65,64,67
54,56,66,65
55,46,67,65
56,38,66,67
56,35,64,69
56,39,61,70
56,48,59,70
56,59,59,69
56,67,60,68
56,71,62,67
56,68,64,65
56,63,64,63
57,58,62,61
58,58,61,58
58,63,59,56
58,73,59,56
56,82,59,57
55,87,59,59
54,87,59,61
54,82,59,62
55,76,59,61
56,72,60,59
56,70,63,55
56,66,67,51
56,58,71,48
57,47,73,48
59,37,70,50
61,34,65,53
62,38,59,56
62,45,55,59
60,51,55,61
57,50,57,62
55,46,60,63
52,42,61,64
52,43,61,65
53,50,60,65
55,61,60,65
57,70,60,63
58,74,61,62
57,72,61,61
55,66,60,62
54,59,59,62
53,55,58,61
54,55,59,60
57,57,61,58
60,59,63,56
62,59,64,55
62,55,63,55
62,52,62,54
60,50,60,54
59,52,60,55
59,56,60,57
60,59,61,61
61,59,62,65
60,55,62,67
59,49,62,68
57,45,64,66
55,45,66,64
56,48,68,61
58,53,69,59
60,57,68,56
61,61,65,55
60,62,62,56
59,61,61,58
57,58,60,61
57,56,61,62
57,57,62,61
58,60,63,59
58,65,63,57
58,68,63,56
56,69,63,58
55,68,63,61
54,67,62,63
55,68,60,64
57,70,59,63
59,71,57,60
60,69,56,56
59,65,57,53
57,62,57,52
54,61,58,53
52,63,58,55
53,66,57,58
55,68,57,59
58,67,56,60
60,64,57,59
61,60,58,57
60,58,58,57
58,60,57,57
56,65,56,58
54,70,55,59
52,70,55,60
51,64,57,61
52,53,59,62
54,43,60,62
57,39,60,62
58,42,59,62
58,51,59,61
57,59,59,61
56,61,61,61
56,58,63,60
57,52,64,61
60,49,63,61
61,49,61,61
62,50,60,60
60,50,60,57
57,46,61,54
54,41,62,52
51,39,62,50
50,42,61,51
51,49,59,53
53,55,58,56
55,54,59,58
56,48,62,59
58,40,65,60
58,36,68,60
59,38,69,60
60,46,69,60
61,55,67,62
61,62,65,65
60,65,63,69
60,65,62,72
59,64,61,72
58,61,61,69
58,58,63,63
58,54,65,57
57,50,66,51
57,46,67,49
57,45,66,51
57,46,64,56
57,48,61,60
56,51,58,62
55,55,57,60
53,59,56,57
53,60,56,54
54,59,57,54
56,56,58,57
58,53,60,62
60,52,63,66
61,53,66,67
60,56,67,65
59,60,67,61
58,65,64,59
57,71,61,60
57,76,59,63
58,78,58,68
58,76,59,71
57,70,60,72
57,63,60,70
57,59,59,66
57,60,57,62
57,65,56,60
58,71,56,60
58,73,59,63
59,67,63,65
59,57,67,67
59,47,70,67
59,41,70,66
59,41,67,63
60,48,63,62
62,58,59,61
63,68,56,61
64,75,56,61
64,78,57,62
62,76,59,62
59,74,61,62
56,72,62,62
54,71,61,63
54,70,59,63
55,66,58,63
56,58,58,63
55,49,59,63
54,43,60,63
52,44,59,62
51,53,58,62
50,67,57,61
51,80,57,60
53,86,58,58
56,83,60,57
58,72,61,56
59,58,62,57
60,48,61,60
59,47,59,63
59,53,59,66
58,62,59,67
58,67,61,67
58,62,63,65
58,51,65,63
58,38,67,59
57,33,68,56
57,38,68,53
57,50,67,53
56,63,63,55
56,67,58,59
56,60,53,62
55,47,52,63
54,35,54,61
53,34,59,56
52,45,64,51
52,62,67,49
53,77,65,51
55,82,61,56
56,74,56,61
57,58,54,63
57,42,55,63
57,34,59,60
56,37,62,58
56,49,64,58
56,65,63,58
57,78,61,59
58,84,60,59
57,81,61,58
55,72,63,56
53,61,65,55
51,51,65,55
50,45,64,56
50,42,60,56
53,42,58,54
57,45,58,51
60,48,60,49
62,53,64,49
62,59,68,53
60,63,70,57
57,63,69,61
55,59,65,63
56,49,61,62
58,39,58,60
61,33,58,59
63,36,59,58
63,46,60,59
61,59,59,60
57,68,56,60
54,67,54,59
52,58,52,57
51,47,54,56
53,40,59,56
55,41,65,57
58,50,68,58
60,61,69,60
61,68,66,62
61,67,63,63
60,59,59,63
59,46,58,63
59,36,59,62
60,32,60,63
61,37,62,64
61,49,62,65
61,61,60,65
60,71,59,63
59,74,59,61
58,72,61,58
58,68,64,56
59,63,66,54
60,60,67,55
60,59,65,57
60,59,62,61
58,59,60,63
57,60,57,64
56,63,56,61
56,68,56,57
56,72,57,53
57,74,60,52
58,72,63,53
57,67,65,57
56,61,65,61
56,57,64,63
56,56,63,62
57,56,61,60
60,52,59,59
62,45,58,59
62,35,56,62
60,27,56,65
57,28,55,67
54,38,56,66
52,54,59,63
52,69,61,58
53,76,63,54
55,75,64,53
56,69,64,55
57,63,63,59
57,62,62,63
56,67,61,66
56,73,62,66
56,76,62,65
56,74,62,63
56,67,61,60
58,57,59,57
58,49,57,57
59,46,57,59
59,47,58,64
58,53,61,69
57,58,63,72
56,60,64,71
55,57,65,67
55,53,64,63
55,48,63,61
55,47,62,61
56,50,61,63
56,57,61,66
56,65,63,68
58,71,65,69
59,72,66,69
60,66,66,68
60,58,64,67
59,51,61,65
57,50,58,63
54,54,56,61
53,61,56,61
52,65,58,60
53,67,60,60
54,65,61,59
55,63,61,58
55,63,61,58
55,65,62,59
54,69,63,60
55,72,65,60
56,71,68,58
58,65,69,54
59,54,69,50
60,45,68,49
60,39,67,51
59,40,65,57
58,45,62,64
57,51,58,69
57,55,55,71
58,57,53,67
59,59,53,61
61,64,55,54
62,68,58,50
62,69,61,50
60,63,63,53
58,52,63,57
55,41,63,61
53,39,62,63
52,47,61,63
52,61,62,62
52,73,62,61
54,77,62,60
56,71,60,60
58,60,58,59
59,50,57,59
58,46,58,58
57,48,61,56
54,54,64,54
53,61,66,53
53,65,65,52
55,67,62,54
57,66,57,55
59,65,53,57
60,64,52,58
60,63,54,58
60,59,58,58
60,54,64,58
60,48,69,57
59,46,71,56
57,49,69,55
56,57,65,54
55,64,59,54
55,67,55,55
56,64,52,57
58,55,52,58
60,46,57,59
60,41,62,59
59,43,67,60
56,49,68,60
54,54,65,61
52,57,60,63
52,55,56,64
54,54,55,64
56,55,57,62
58,59,59,58
58,64,61,52
57,65,61,48
56,62,59,47
55,57,58,51
55,53,57,58
56,52,57,66
57,54,58,71
58,59,60,72
58,66,63,69
59,74,65,65
59,80,65,61
59,80,63,60
58,73,60,61
57,61,57,64
56,49,56,66
55,44,59,66
55,47,63,65
57,55,68,63
58,62,70,61
59,63,68,60
59,57,63,62
59,50,59,65
58,45,57,67
57,44,58,67
57,49,62,66
58,55,66,64
58,60,68,61
58,63,66,58
58,62,61,56
57,57,56,55
55,52,53,56
54,47,54,58
54,45,58,60
55,46,64,62
57,49,68,63
59,53,69,64
61,56,67,64
61,59,63,63
59,60,58,62
57,63,56,60
55,67,55,58
55,70,56,56
56,70,58,56
58,67,60,57
59,62,62,61
