T4 Fan Factor,T3 Fan Factor,T2 Fan Factor,T1 Fan Factor
65,49,56,68
63,45,58,66
60,47,62,65
59,52,66,63
59,56,68,61
60,57,67,57
60,55,63,53
59,50,58,49
56,46,54,46
52,46,53,47
49,48,55,49
49,52,59,53
52,56,64,56
58,58,67,57
63,57,67,57
66,55,64,56
65,54,59,55
60,55,55,55
54,59,52,57
48,64,53,59
46,68,56,62
47,68,60,64
50,64,64,65
53,58,65,63
55,52,64,59
56,47,62,55
55,45,60,53
54,44,59,53
53,46,60,56
54,53,61,60
55,64,61,63
56,77,61,64
56,86,60,62
55,89,59,60
51,86,59,59
48,79,60,60
45,72,61,63
44,65,62,67
47,60,61,68
51,56,61,66
55,51,60,60
57,48,59,53
56,47,60,48
54,49,62,46
52,55,64,49
52,61,66,56
54,65,65,64
56,66,63,70
56,65,60,72
55,62,58,69
51,60,56,63
48,59,56,57
47,59,57,55
50,60,58,57
54,61,60,62
58,61,62,66
61,61,64,68
62,61,66,65
60,59,67,61
58,55,66,56
57,50,65,54
56,44,62,54
56,40,59,57
54,38,58,61
52,41,57,65
50,48,59,67
49,57,61,66
50,67,63,63
51,74,62,60
53,77,59,57
54,75,55,57
55,69,54,59
55,63,55,62
55,57,58,65
56,53,60,67
58,52,62,68
60,52,62,68
61,51,61,68
61,46,61,66
59,40,62,63
56,36,63,59
54,36,64,55
54,42,65,53
57,53,65,53
61,65,66,55
64,72,66,58
65,72,66,61
62,67,65,63
57,60,62,63
53,55,60,63
52,54,59,62
54,55,60,61
58,58,63,61
61,60,66,60
61,63,65,59
59,68,61,59
57,73,56,60
56,76,51,61
57,73,50,63
61,65,53,64
66,53,58,63
69,43,62,60
68,38,65,56
63,39,65,53
58,45,65,53
54,53,64,56
53,59,63,58
55,63,62,61
58,63,61,62
59,60,61,61
58,53,61,60
56,45,61,58
52,40,61,58
50,40,61,57
50,45,60,57
51,55,60,56
54,62,62,54
56,64,64,53
58,60,66,54
58,53,67,57
57,46,65,62
55,41,61,66
53,42,58,67
54,45,57,64
56,50,59,59
58,56,62,54
61,61,66,54
63,68,67,57
64,76,66,64
63,83,64,70
62,86,63,73
60,83,63,72
57,76,64,69
54,69,64,64
51,65,62,62
48,65,59,61
47,67,56,63
48,68,53,64
50,66,52,64
53,61,54,62
56,56,56,59
57,52,58,55
58,50,60,52
58,49,61,52
57,48,61,54
57,47,62,58
57,46,64,62
57,46,65,66
57,49,66,67
56,54,64,65
56,60,62,61
55,64,59,57
55,65,56,53
55,64,55,53
56,62,54,56
56,61,55,60
56,63,57,64
56,66,59,67
56,71,61,67
56,74,63,66
58,72,65,63
59,65,65,61
60,55,65,59
60,46,64,58
58,43,62,58
55,46,60,59
54,53,58,59
54,62,57,58
55,69,56,56
56,73,58,53
57,75,61,51
57,76,64,51
57,76,66,53
57,75,68,56
56,70,68,58
56,59,67,58
56,44,65,57
57,29,62,55
57,21,59,56
56,24,57,59
56,37,56,64
54,56,57,70
53,72,60,73
51,80,63,74
49,77,65,72
49,65,66,67
50,50,65,62
52,38,63,59
56,33,61,58
59,34,60,59
61,38,61,61
61,41,62,62
59,40,63,62
57,36,63,60
54,34,61,58
53,39,60,57
52,55,59,57
52,77,60,57
51,97,62,57
51,100,64,58
51,100,65,59
52,89,65,61
55,71,63,62
58,55,62,63
60,42,61,63
59,31,62,62
56,23,63,61
51,20,64,59
48,25,62,57
48,39,60,55
53,57,57,53
59,72,55,52
65,76,54,52
68,68,56,54
65,53,58,56
59,41,59,58
54,39,60,59
51,49,60,60
52,66,59,62
56,79,59,64
61,82,59,66
63,73,61,69
63,59,62,70
61,47,62,68
59,44,60,63
59,52,57,56
59,63,55,50
59,72,54,46
57,73,55,45
54,64,58,48
51,51,61,53
49,39,63,57
50,33,63,61
53,37,63,62
57,49,64,62
61,63,65,62
62,73,65,60
62,75,64,58
60,69,61,56
58,60,58,55
56,54,55,55
53,53,54,57
51,60,55,59
49,69,57,61
50,75,59,61
52,77,60,60
56,74,60,59
60,68,60,59
62,62,62,61
61,56,63,63
59,51,66,66
56,48,67,69
54,46,67,70
54,47,66,69
56,50,64,67
57,52,62,64
57,50,61,60
57,45,60,58
55,40,61,57
55,39,62,57
55,44,62,59
55,52,63,60
55,59,63,63
54,64,63,65
52,65,63,66
51,65,63,66
51,64,62,65
54,61,60,64
58,58,58,63
60,57,56,62
59,59,55,61
56,64,56,61
51,71,57,60
47,77,60,61
46,78,62,62
48,75,64,64
52,68,65,64
57,61,65,63
61,56,63,61
61,53,60,58
57,50,56,56
52,48,53,58
48,48,54,61
46,52,57,63
49,60,64,64
54,71,69,61
59,80,72,57
62,85,71,55
60,84,66,55
56,77,61,56
52,67,58,59
50,54,58,60
52,43,60,59
57,34,63,56
62,30,64,53
65,30,62,51
66,35,60,53
63,42,57,57
61,51,57,60
59,60,59,62
59,68,61,62
60,73,63,59
61,76,64,57
61,75,64,55
60,70,64,56
57,61,64,57
55,52,63,58
53,46,61,57
53,44,59,55
54,48,58,54
55,53,59,55
56,56,62,59
56,54,64,62
55,48,64,64
53,44,63,63
51,48,61,60
50,60,58,57
52,75,56,55
54,85,57,56
58,86,60,58
61,77,62,60
62,62,63,62
62,51,62,63
61,47,60,64
59,50,59,64
57,57,59,64
56,60,60,63
56,57,61,61
56,50,61,59
57,44,61,58
58,42,60,57
58,45,59,58
56,50,58,60
55,54,57,61
55,54,56,61
56,51,58,62
57,49,61,64
58,49,64,66
57,53,66,69
54,58,66,71
52,61,64,72
51,61,61,70
52,60,59,66
55,60,59,61
57,63,61,56
60,67,64,54
61,69,66,54
61,67,66,55
61,60,65,56
60,52,64,57
60,49,62,59
60,51,61,60
60,59,60,61
61,66,60,62
61,68,60,62
61,64,61,62
60,56,62,62
58,48,63,62
56,46,63,63
53,51,62,63
52,58,62,64
53,63,61,64
56,62,61,65
59,55,62,66
59,45,63,67
58,36,63,66
53,34,62,65
49,39,61,64
46,47,59,63
47,54,59,62
51,58,60,61
55,59,63,59
59,59,66,56
60,59,67,54
59,62,65,53
57,65,61,54
55,67,56,55
54,66,53,57
54,63,53,59
55,60,55,61
56,59,58,62
57,58,60,63
58,58,60,64
58,57,61,63
58,57,61,62
57,60,62,60
55,66,63,58
54,72,63,55
54,75,62,53
54,73,60,53
55,64,58,53
55,53,56,55
53,45,56,56
51,44,56,57
48,51,57,57
47,60,58,57
47,66,60,57
50,64,63,59
53,53,65,62
55,39,65,65
55,28,64,66
54,26,62,65
53,33,60,62
53,47,60,57
55,60,62,54
58,68,65,53
61,70,67,55
62,66,66,60
62,60,63,65
60,57,58,69
58,58,54,70
57,65,53,69
57,73,54,65
56,79,57,60
56,81,60,55
56,77,61,52
55,70,62,52
56,61,62,54
57,54,63,59
59,50,64,63
61,48,64,66
61,49,63,65
60,50,61,62
58,52,59,57
56,55,58,52
54,58,59,49
54,62,61,49
54,63,64,52
55,61,65,57
56,57,63,62
56,52,58,67
55,49,55,69
53,50,53,68
52,55,56,63
51,61,60,57
50,67,64,52
50,70,66,50
51,70,66,53
53,68,64,60
55,66,63,68
57,64,64,74
57,62,65,75
56,58,65,70
55,54,63,62
55,52,59,55
56,54,54,52
57,59,52,52
59,66,52,55
60,69,55,56
61,68,58,56
61,62,61,53
61,55,61,51
60,49,60,52
59,45,60,55
58,44,60,61
58,44,61,65
58,47,64,67
57,51,65,66
56,55,66,63
53,59,65,60
51,61,64,56
50,62,63,54
52,65,62,52
55,67,62,53
59,69,61,55
62,69,61,60
62,66,60,63
61,62,60,65
57,60,61,64
54,62,62,62
51,67,62,60
49,71,61,62
49,70,61,65
50,63,60,68
52,52,61,69
53,43,63,67
55,38,64,63
57,39,64,59
58,43,63,57
59,47,60,58
58,48,58,60
56,49,58,62
55,50,59,62
55,54,62,60
57,61,64,57
58,69,65,55
60,76,64,54
61,78,62,54
60,74,61,55
60,64,61,57
60,52,63,59
59,42,65,61
59,36,65,62
58,35,64,61
56,38,62,58
54,43,61,55
52,49,61,53
51,56,61,52
51,64,59,54
52,70,57,57
53,73,55,61
54,72,56,64
54,65,59,67
54,56,64,67
54,49,68,66
54,48,70,63
56,53,68,60
58,62,65,59
61,69,62,61
63,70,59,65
65,63,59,67
64,51,59,67
63,38,61,65
61,30,64,63
58,30,65,64
57,35,66,69
56,44,64,74
57,52,62,76
58,56,59,74
58,59,57,67
57,61,57,59
55,62,57,51
55,64,58,47
55,64,60,48
57,62,61,52
59,58,62,57
61,56,62,60
62,57,61,61
62,63,60,61
62,72,59,60
61,82,58,60
60,86,57,60
57,81,57,60
54,69,59,60
53,55,61,59
52,44,63,59
52,43,63,59
54,51,62,61
55,65,61,64
56,77,60,67
57,81,60,68
58,74,61,66
60,61,61,61
62,48,61,56
62,41,60,51
60,43,59,50
57,51,59,53
52,62,60,57
49,72,61,62
47,78,62,66
46,82,62,67
47,83,62,65
50,82,60,63
52,79,58,61
54,71,58,60
54,61,60,60
52,51,63,61
50,44,66,61
50,42,67,60
51,47,66,59
55,53,64,58
58,56,61,58
59,53,60,59
58,46,60,61
55,37,60,61
51,31,61,62
50,30,61,62
50,33,61,63
52,40,61,63
56,50,61,63
58,61,61,62
59,72,61,58
59,77,60,54
56,76,60,51
53,68,59,49
50,56,58,49
48,46,58,52
49,43,58,57
52,47,59,61
56,55,59,65
58,63,58,66
58,65,57,66
55,60,56,64
52,51,57,62
51,44,60,61
54,42,63,62
58,47,66,64
62,55,66,66
64,60,64,66
62,60,61,64
59,54,59,61
54,43,60,58
52,33,63,58
52,27,66,60
54,28,68,61
56,35,68,61
58,47,66,58
59,59,63,54
58,66,60,50
56,68,58,49
53,64,57,51
51,59,58,55
52,54,60,59
56,52,62,60
62,51,64,59
67,51,64,56
68,51,64,54
65,51,62,55
60,52,59,58
56,56,58,62
54,62,57,64
55,70,56,65
56,74,56,64
57,73,56,61
58,66,56,59
58,58,57,57
58,52,58,57
59,52,59,58
58,60,59,59
57,71,60,59
54,82,59,59
51,89,59,58
49,89,60,58
49,83,60,59
51,73,60,59
55,62,60,60
60,52,59,58
62,44,59,56
63,40,60,55
61,39,61,54
57,41,64,55
54,45,65,57
52,50,65,58
53,56,64,59
55,64,62,60
57,71,60,61
58,75,59,61
57,74,58,59
56,68,59,57
56,62,59,55
57,59,60,55
59,60,61,57
59,61,61,60
57,59,61,62
53,53,61,64
49,46,62,66
48,42,63,66
50,43,64,67
54,49,65,67
58,56,64,66
60,61,62,65
61,62,61,63
60,59,61,60
58,52,62,57
56,45,64,55
55,42,65,56
56,45,65,59
58,56,63,63
60,72,61,66
61,85,59,66
61,92,59,64
60,90,60,62
58,81,61,61
56,69,61,63
55,60,58,65
55,54,54,68
57,54,51,69
59,56,51,68
61,61,55,64
62,66,62,60
61,68,68,57
60,68,72,56
58,64,71,58
56,56,67,61
54,48,61,63
53,41,57,63
52,37,56,61
52,36,59,61
53,39,63,61
54,46,67,62
55,55,68,62
56,62,68,61
56,67,67,58
56,68,64,54
56,64,63,52
54,57,61,54
52,51,60,58
49,48,60,63
46,50,60,65
45,58,62,65
47,69,65,62
51,77,67,59
55,80,69,58
57,76,70,60
57,69,68,63
56,65,65,64
56,66,61,64
56,71,58,61
56,76,56,59
57,78,57,57
57,74,59,57
55,63,60,58
53,48,60,60
51,36,60,60
50,32,61,60
52,35,62,59
56,45,63,59
60,54,63,59
63,59,62,59
64,61,60,59
62,60,58,58
58,60,57,55
54,60,58,53
51,60,60,51
51,59,62,51
53,57,64,53
55,53,65,57
58,48,66,61
59,43,66,63
59,39,65,64
58,39,63,63
56,42,60,63
55,49,56,64
55,57,54,66
55,64,54,67
54,66,55,66
54,64,57,64
54,60,58,60
55,53,58,58
57,47,57,58
59,42,55,60
62,39,56,63
63,39,58,65
63,41,60,66
61,44,60,64
59,48,59,61
56,51,56,58
54,56,54,58
52,63,55,59
51,70,58,61
51,74,63,62
53,72,68,60
56,62,70,57
59,50,68,52
62,39,63,49
62,35,57,50
61,40,52,53
59,51,50,57
56,66,51,61
53,78,55,62
51,83,59,62
50,80,63,61
51,71,66,59
52,60,67,59
53,50,68,58
54,42,68,57
54,40,67,56
55,43,64,56
55,48,61,56
55,55,57,58
55,61,54,60
56,67,54,63
58,75,56,65
60,81,60,66
62,84,63,65
63,80,65,62
63,67,65,60
61,51,64,58
59,38,63,57
58,34,63,57
58,40,63,59
58,51,63,61
58,60,62,63
57,63,61,66
56,61,61,68
55,59,63,69
55,57,67,68
55,59,70,66
56,63,69,63
58,65,65,61
59,66,59,62
59,63,54,64
58,59,52,67
57,53,55,69
56,48,61,67
57,45,67,63
58,47,70,57
59,53,68,52
60,63,64,50
58,72,60,50
57,76,57,51
55,72,59,52
56,62,62,52
57,50,64,54
58,41,64,56
57,39,61,59
55,43,57,62
52,52,55,63
49,61,55,62
49,66,56,60
50,67,56,58
52,63,57,58
53,60,56,58
55,60,57,59
55,64,60,60
56,71,63,59
56,76,66,58
56,76,66,57
57,71,64,58
57,64,61,60
58,59,58,63
59,58,58,65
59,61,59,66
58,66,62,66
56,67,63,63
55,64,61,61
54,55,58,58
53,44,55,57
54,35,55,57
55,31,59,58
56,35,63,58
56,45,67,58
55,54,69,56
53,59,67,54
50,57,63,54
48,49,61,55
48,39,60,57
50,34,61,59
53,37,62,60
56,48,62,60
57,62,61,59
56,73,58,59
55,76,56,60
53,71,56,64
54,60,59,68
56,47,63,70
58,39,66,70
59,39,67,68
58,45,66,64
56,53,65,59
55,58,63,56
55,58,61,55
57,53,59,58
60,48,58,62
63,49,57,68
63,55,58,72
61,63,59,73
56,67,62,71
52,65,64,67
49,58,65,61
50,50,65,56
54,48,64,54
59,52,63,54
62,58,63,56
62,62,63,58
58,62,63,59
52,59,63,59
48,54,63,58
47,53,63,58
48,55,61,58
51,58,59,59
54,61,56,60
57,60,55,61
59,57,56,61
61,52,57,60
62,51,58,57
63,54,59,54
62,60,59,50
60,69,60,49
58,76,62,51
55,78,64,55
54,77,65,59
54,75,66,61
55,74,65,60
57,76,65,57
58,80,64,54
58,81,64,52
57,77,64,52
57,68,64,55
58,57,64,58
58,49,63,61
57,48,62,63
56,56,61,63
54,67,60,63
52,76,59,62
52,80,58,62
54,77,57,61
56,69,55,62
58,60,55,62
58,51,55,64
58,43,57,65
58,36,60,66
58,33,63,66
59,37,64,65
60,47,63,63
62,59,61,62
62,70,58,62
60,75,57,61
56,74,57,61
51,70,58,59
48,65,61,57
48,62,64,56
51,59,65,56
55,56,65,58
58,54,63,61
60,54,61,64
59,57,59,65
56,62,57,65
55,67,56,63
56,70,56,61
58,68,58,59
60,63,59,57
60,55,61,56
58,49,63,56
55,46,63,57
52,49,62,59
52,57,62,61
53,67,61,64
56,75,60,65
58,76,59,64
57,70,59,62
55,58,59,60
51,45,59,59
49,36,59,60
49,36,59,62
51,44,59,64
53,57,61,64
54,67,63,62
54,71,65,58
55,65,67,54
55,53,68,53
56,40,68,56
57,31,68,60
57,29,67,64
57,31,66,66
57,37,64,66
58,43,63,63
61,47,61,62
64,47,61,61
65,45,61,63
64,41,61,66
60,39,61,67
55,42,63,67
51,49,65,66
49,58,68,63
51,65,71,60
55,68,71,59
60,65,69,59
64,59,65,61
66,52,59,63
66,49,55,64
65,52,52,63
64,59,52,62
62,66,55,59
60,68,58,56
59,63,62,52
57,53,63,49
55,46,61,48
53,47,57,50
51,58,54,55
50,75,51,59
50,88,51,61
49,90,53,58
49,79,55,52
48,62,57,47
49,46,58,45
51,37,58,48
55,36,60,54
58,38,63,60
60,41,65,65
59,45,67,67
58,50,65,68
56,58,62,68
56,69,58,67
57,78,55,65
58,80,54,62
58,75,56,59
57,66,60,57
55,59,64,58
55,57,67,62
55,61,68,66
56,66,67,68
56,66,64,68
55,61,60,66
54,55,57,62
53,53,55,58
53,56,56,56
53,63,59,55
53,68,63,55
53,66,65,56
53,56,65,56
52,41,62,57
53,29,58,57
54,24,55,56
54,28,54,54
54,36,56,50
53,44,60,47
53,50,62,46
54,53,63,49
56,57,62,55
59,60,60,63
61,64,58,68
61,64,59,71
60,59,62,70
58,51,66,67
56,41,70,63
56,34,71,60
56,36,68,60
57,45,63,60
58,60,58,61
58,77,55,61
58,89,56,61
57,92,59,60
57,87,62,60
56,76,64,61
56,64,63,63
57,57,60,64
57,54,58,65
57,55,58,66
56,56,60,67
56,55,64,68
55,54,67,69
56,55,69,67
56,61,68,65
57,69,67,62
57,74,65,60
56,71,64,60
55,61,63,60
55,47,63,61
53,39,63,62
52,41,64,63
51,52,65,63
51,67,66,63
51,77,65,64
53,77,62,65
54,69,58,66
56,59,55,67
58,55,55,65
58,59,57,60
58,65,62,55
57,69,65,50
56,67,66,48
54,59,64,50
52,49,60,53
50,42,56,58
49,42,55,61
51,49,55,62
55,59,58,60
59,68,60,57
62,71,61,54
63,67,61,53
62,58,60,53
59,50,57,55
58,47,56,59
57,52,55,63
57,61,56,67
57,70,59,70
58,73,61,70
58,71,62,67
58,64,62,62
58,54,61,58
58,44,60,55
57,38,59,54
57,37,59,55
57,40,58,56
57,47,58,56
56,55,58,56
54,63,59,55
52,69,61,55
51,73,64,56
52,75,64,58
54,74,63,60
58,70,61,62
61,65,59,63
62,59,58,62
61,55,59,61
60,55,63,60
59,57,67,59
58,62,70,59
59,68,71,58
60,72,71,59
60,73,70,61
60,72,68,62
58,67,66,62
55,60,63,61
52,53,60,59
51,49,56,57
50,50,52,56
51,56,50,55
52,63,50,54
54,67,52,54
55,65,55,54
54,57,59,57
52,49,62,60
49,45,64,64
48,50,64,66
48,61,64,66
52,73,63,64
57,80,62,61
62,79,62,59
66,69,62,60
67,54,62,61
65,39,62,61
63,31,63,59
60,35,64,56
57,49,66,55
56,69,66,56
55,85,64,60
56,91,61,65
57,85,57,68
59,70,55,69
60,53,55,68
59,39,58,64
58,30,61,59
57,28,62,55
57,30,62,53
58,37,60,54
60,46,59,56
60,55,60,60
58,61,62,62
54,62,64,64
52,57,65,62
51,48,63,60
53,42,59,56
55,41,55,54
56,46,51,55
56,54,50,57
54,61,52,60
53,66,56,63
53,69,60,64
54,71,63,63
54,71,63,62
53,68,61,60
51,61,60,59
49,52,60,58
47,42,61,58
48,34,62,59
51,30,62,60
56,31,61,61
60,37,60,61
62,45,60,59
62,54,62,56
60,62,64,53
59,68,67,53
58,68,68,55
57,62,67,58
57,54,65,62
56,48,62,64
56,50,61,66
54,58,61,66
53,69,61,66
51,75,62,65
50,74,62,63
49,65,61,60
49,52,61,58
51,40,62,57
55,34,63,58
59,35,64,60
63,40,65,62
65,45,64,62
65,48,62,63
62,48,61,63
59,46,60,65
55,45,60,66
51,48,61,67
48,54,63,66
48,62,64,63
50,69,63,61
53,73,62,60
57,73,61,60
60,69,60,62
63,64,60,64
63,60,60,64
61,59,60,63
58,59,60,63
55,59,61,62
52,58,61,62
50,54,61,61
50,51,61,59
52,52,61,57
55,56,61,55
57,64,61,55
59,74,61,57
59,80,61,61
59,81,61,63
58,77,60,62
58,70,59,58
56,65,58,54
54,64,60,52
51,67,63,52
50,72,66,56
50,74,69,60
52,71,69,63
54,65,66,64
57,59,61,62
59,53,56,60
61,49,52,58
63,46,51,57
63,44,52,58
61,43,56,58
58,45,59,59
56,49,62,59
55,54,63,59
55,58,63,60
57,60,62,62
59,61,62,63
58,61,63,64
55,61,62,63
53,62,61,61
52,60,59,58
53,56,57,55
56,49,56,55
60,42,59,56
62,39,63,59
62,40,67,62
60,45,69,63
56,52,67,63
53,59,63,63
50,62,59,61
49,61,55,59
51,58,55,57
54,56,56,56
59,59,59,57
62,68,62,59
64,81,64,62
63,89,64,63
62,86,62,63
61,71,61,61
60,49,59,57
59,32,57,55
57,26,57,55
54,35,58,58
51,52,59,62
49,68,60,67
49,78,61,69
52,80,60,67
56,79,60,62
59,76,61,55
59,74,63,52
58,69,66,53
56,63,67,58
54,55,66,66
54,50,62,72
54,50,58,74
56,55,56,71
57,61,57,65
59,64,61,59
59,61,65,55
60,53,67,55
59,44,66,57
58,41,63,59
57,45,58,60
55,56,55,60
52,67,54,60
50,72,55,60
50,70,57,62
52,62,58,62
55,53,58,61
58,50,58,58
59,53,60,54
58,60,63,51
56,63,66,51
52,57,68,53
48,45,67,56
46,31,64,57
46,25,60,58
49,31,57,57
53,47,58,57
57,66,61,58
58,82,65,60
57,89,67,62
55,85,68,62
54,76,66,61
55,64,63,59
58,54,61,59
62,49,61,59
64,48,61,59
63,51,62,59
60,55,63,59
56,58,63,58
55,60,63,59
57,58,62,60
60,53,62,62
63,48,63,63
63,45,63,63
61,45,63,62
57,49,63,61
55,54,63,60
56,57,64,61
59,59,66,62
61,60,67,62
60,61,68,60
56,61,66,58
51,59,64,55
47,55,61,54
47,50,58,54
50,49,58,55
54,54,59,57
57,64,61,60
57,75,62,63
54,82,61,66
49,82,58,67
47,74,54,67
47,64,52,65
51,56,52,63
56,53,53,61
59,56,57,59
60,62,61,57
58,66,65,55
55,65,66,53
53,59,64,54
52,51,61,57
52,45,57,63
55,44,54,69
57,46,54,74
59,46,56,75
60,42,59,72
59,35,62,67
57,27,63,61
54,24,62,58
52,29,61,58
51,40,60,58
53,54,61,59
56,66,62,58
60,74,64,55
63,77,63,53
64,75,62,51
63,69,60,52
61,61,59,55
60,52,59,59
59,45,59,61
59,43,59,61
60,47,58,59
63,52,56,56
65,56,55,54
65,56,56,56
64,54,59,60
60,53,62,66
56,55,63,71
52,62,61,72
50,70,59,70
50,76,56,65
51,79,57,59
55,79,59,53
58,77,62,52
60,73,64,55
58,67,63,61
55,60,60,66
51,55,55,68
48,52,52,66
49,54,50,60
51,57,52,55
55,60,55,53
57,62,59,54
57,62,61,56
55,61,61,59
53,60,61,59
52,60,60,59
53,61,61,60
56,63,61,60
59,65,62,61
62,66,63,62
62,65,64,62
60,62,64,61
57,59,64,60
54,56,63,59
52,56,63,59
52,57,63,59
54,58,62,58
58,58,62,56
61,58,62,53
63,56,62,52
62,55,62,53
58,55,61,57
54,56,60,62
52,55,60,65
52,54,60,65
54,51,60,63
57,48,61,60
58,47,62,58
58,46,64,59
56,45,64,63
54,44,64,66
54,43,64,67
54,43,63,65
56,44,63,63
58,47,65,61
58,53,67,60
58,59,69,62
57,64,71,63
56,68,72,62
55,70,72,59
55,72,70,54
54,73,67,49
53,72,65,47
52,67,63,48
51,59,62,53
50,53,61,60
50,52,60,66
51,57,58,69
53,63,57,66
56,66,57,61
58,61,58,54
60,52,60,51
61,42,63,52
60,38,66,57
58,40,67,63
56,47,66,67
54,53,63,68
52,53,58,65
53,48,54,59
56,44,51,54
59,43,52,52
62,48,55,53
64,56,60,57
63,61,64,61
60,63,66,66
57,61,65,68
55,58,62,69
54,59,59,67
55,64,57,65
56,70,58,62
57,73,61,60
58,71,63,60
57,63,65,59
56,56,64,60
54,53,61,62
52,58,59,63
51,68,57,65
50,77,58,65
49,79,61,62
49,73,64,58
51,63,67,55
55,54,67,54
60,53,66,57
64,60,63,60
64,69,61,64
60,73,60,65
54,69,61,63
49,57,63,58
46,44,64,54
47,36,65,51
51,35,64,51
57,41,62,53
62,48,60,57
66,52,59,60
66,54,60,63
64,54,62,66
60,56,64,67
55,60,65,68
51,65,65,69
48,67,64,68
48,66,62,67
50,62,61,67
53,60,60,66
56,62,59,67
58,68,59,67
57,76,57,65
56,80,56,62
53,78,54,58
51,66,54,56
51,49,55,54
53,31,57,55
56,21,59,56
58,23,61,57
58,36,61,59
57,55,60,60
55,71,60,62
53,78,59,63
53,75,58,63
54,67,57,62
53,62,57,60
51,61,58,57
48,63,59,56
46,65,59,55
47,65,60,55
50,60,60,55
54,55,59,56
59,52,60,58
62,54,61,60
64,59,63,63
63,62,65,64
63,61,65,63
62,54,65,60
62,48,63,57
63,44,61,55
63,46,60,54
63,51,59,56
62,56,59,56
61,57,61,56
59,54,62,55
59,51,63,55
59,51,62,56
60,55,59,59
61,62,57,61
61,66,57,63
60,65,59,62
58,60,63,61
56,55,68,59
55,52,70,59
54,52,68,60
54,55,63,62
54,57,58,65
54,59,54,67
53,61,55,68
54,65,59,65
55,69,63,61
56,72,65,56
56,71,63,52
55,67,59,51
55,60,56,54
55,54,55,58
55,52,56,62
56,53,59,65
56,55,60,64
55,55,60,60
55,53,57,56
55,53,54,53
57,55,52,53
58,57,52,56
60,58,54,59
60,55,57,61
59,49,60,62
57,45,62,61
56,46,63,60
55,51,62,60
55,57,61,62
55,61,60,63
56,61,59,64
57,58,58,63
57,55,58,62
57,52,59,61
56,52,61,60
55,54,63,60
53,57,64,60
52,60,64,60
52,62,63,59
52,61,63,58
54,60,63,55
55,60,62,52
56,63,62,50
58,68,61,51
60,74,61,54
62,76,61,59
63,70,61,64
64,57,61,67
62,42,62,66
59,32,64,62
56,31,67,58
53,40,69,56
52,52,69,56
53,60,66,60
55,58,62,64
57,50,59,67
58,41,57,67
58,37,57,65
57,41,59,61
56,50,61,58
55,58,63,57
55,63,64,58
56,65,66,60
56,65,68,63
56,65,70,65
56,67,70,65
55,67,68,64
55,68,64,63
55,68,60,62
55,68,58,61
56,69,57,60
57,69,57,58
57,65,59,58
56,58,60,58
54,51,61,59
52,48,60,60
51,51,59,60
52,58,58,59
54,65,59,58
55,66,61,58
55,59,64,59
55,49,68,60
55,40,70,61
55,39,69,61
57,47,67,61
59,61,63,61
60,73,59,61
59,77,58,60
57,69,58,59
55,55,60,57
54,42,61,56
55,36,61,56
57,40,59,58
60,51,57,60
62,60,55,62
63,64,56,61
61,62,58,59
57,59,62,56
53,57,65,56
50,59,66,57
50,62,65,60
52,63,65,63
55,63,65,64
57,63,65,63
58,65,66,61
57,69,66,60
55,73,66,62
54,73,65,65
54,68,65,70
54,60,63,72
54,53,61,72
52,50,58,68
51,52,55,63
50,57,54,59
50,60,54,57
50,61,55,58
51,60,57,61
53,58,59,63
54,55,62,63
55,52,63,61
56,47,64,58
56,45,64,56
55,48,63,55
54,57,62,55
51,68,62,56
50,78,63,57
52,82,65,57
55,78,67,59
60,70,67,60
63,62,65,62
64,57,62,61
63,57,59,59
60,58,57,55
57,58,57,53
55,52,57,53
55,43,58,55
56,34,58,58
56,31,58,61
56,37,57,61
57,50,57,61
58,63,57,60
61,71,58,62
64,70,59,64
66,63,60,67
65,55,60,68
61,50,59,67
55,50,58,64
50,53,59,62
47,57,61,60
48,60,63,59
51,62,63,58
55,66,61,58
59,71,60,57
60,76,59,56
60,79,60,57
58,75,62,60
56,65,64,63
55,51,64,66
55,40,64,67
56,37,62,66
58,45,59,62
58,58,58,59
57,72,58,57
55,80,60,59
52,79,62,61
49,70,64,62
49,58,64,62
50,49,61,60
51,45,57,58
53,46,55,56
54,51,54,56
53,55,56,57
52,58,59,59
51,59,60,61
50,60,60,62
52,61,58,61
55,63,57,59
59,65,57,56
63,65,60,54
66,63,63,52
67,62,65,52
66,61,65,52
64,60,62,53
62,58,58,55
59,55,55,60
55,51,55,65
51,47,56,69
50,42,58,70
50,37,60,68
53,35,61,66
55,37,61,64
56,40,60,64
54,43,59,64
52,45,59,63
52,46,60,60
54,48,63,56
59,53,66,54
63,61,67,55
64,68,67,60
63,71,64,65
60,66,61,68
57,56,59,67
56,47,57,63
57,43,56,59
58,46,57,57
58,51,59,57
56,56,61,58
53,58,63,58
51,56,63,58
51,53,62,57
54,53,61,56
57,57,60,55
59,63,60,55
57,67,60,57
55,65,60,59
53,59,60,61
54,52,59,63
58,48,58,63
62,50,57,62
64,57,57,60
63,64,57,58
59,69,59,57
55,69,61,57
53,67,64,57
53,64,66,57
55,63,68,56
57,64,69,55
57,66,70,55
54,65,69,56
51,62,68,59
49,59,65,64
51,56,61,69
55,58,58,70
60,60,57,66
63,61,58,59
63,57,61,51
61,49,63,46
59,42,65,44
57,38,64,46
58,42,63,51
59,52,62,55
60,64,62,59
61,74,64,61
60,79,67,63
59,77,70,65
57,70,70,65
55,61,69,65
